 Wavelength  FilterTrans          PCE 
      0.649          0.0          0.0 
       0.65          0.0          0.0 
      0.651          0.0          0.0 
      0.652          0.0          0.0 
      0.653          0.0          0.0 
      0.654          0.0          0.0 
      0.655          0.0          0.0 
      0.656          0.0          0.0 
      0.657          0.0          0.0 
      0.658          0.0          0.0 
      0.659          0.0          0.0 
       0.66          0.0          0.0 
      0.661          0.0          0.0 
      0.662          0.0          0.0 
      0.663          0.0          0.0 
      0.664          0.0          0.0 
      0.665          0.0          0.0 
      0.666          0.0          0.0 
      0.667          0.0          0.0 
      0.668          0.0          0.0 
      0.669          0.0          0.0 
       0.67          0.0          0.0 
      0.671          0.0          0.0 
      0.672          0.0          0.0 
      0.673          0.0          0.0 
      0.674          0.0          0.0 
      0.675          0.0          0.0 
      0.676          0.0          0.0 
      0.677          0.0          0.0 
      0.678          0.0          0.0 
      0.679          0.0          0.0 
       0.68          0.0          0.0 
      0.681          0.0          0.0 
      0.682          0.0          0.0 
      0.683          0.0          0.0 
      0.684          0.0          0.0 
      0.685          0.0          0.0 
      0.686          0.0          0.0 
      0.687          0.0          0.0 
      0.688          0.0          0.0 
      0.689          0.0          0.0 
       0.69          0.0          0.0 
      0.691          0.0          0.0 
      0.692          0.0          0.0 
      0.693          0.0          0.0 
      0.694          0.0          0.0 
      0.695          0.0          0.0 
      0.696          0.0          0.0 
      0.697          0.0          0.0 
      0.698          0.0          0.0 
      0.699          0.0          0.0 
        0.7          0.0          0.0 
      0.701          0.0          0.0 
      0.702          0.0          0.0 
      0.703          0.0          0.0 
      0.704          0.0          0.0 
      0.705          0.0          0.0 
      0.706          0.0          0.0 
      0.707          0.0          0.0 
      0.708          0.0          0.0 
      0.709          0.0          0.0 
       0.71          0.0          0.0 
      0.711          0.0          0.0 
      0.712          0.0          0.0 
      0.713          0.0          0.0 
      0.714          0.0          0.0 
      0.715          0.0          0.0 
      0.716          0.0          0.0 
      0.717          0.0          0.0 
      0.718          0.0          0.0 
      0.719          0.0          0.0 
       0.72          0.0          0.0 
      0.721          0.0          0.0 
      0.722          0.0          0.0 
      0.723          0.0          0.0 
      0.724          0.0          0.0 
      0.725          0.0          0.0 
      0.726          0.0          0.0 
      0.727          0.0          0.0 
      0.728          0.0          0.0 
      0.729          0.0          0.0 
       0.73          0.0          0.0 
      0.731          0.0          0.0 
      0.732          0.0          0.0 
      0.733          0.0          0.0 
      0.734          0.0          0.0 
      0.735          0.0          0.0 
      0.736          0.0          0.0 
      0.737          0.0          0.0 
      0.738          0.0          0.0 
      0.739          0.0          0.0 
       0.74          0.0          0.0 
      0.741          0.0          0.0 
      0.742          0.0          0.0 
      0.743          0.0          0.0 
      0.744          0.0          0.0 
      0.745          0.0          0.0 
      0.746          0.0          0.0 
      0.747          0.0          0.0 
      0.748          0.0          0.0 
      0.749          0.0          0.0 
       0.75          0.0          0.0 
      0.751          0.0          0.0 
      0.752          0.0          0.0 
      0.753          0.0          0.0 
      0.754          0.0          0.0 
      0.755          0.0          0.0 
      0.756          0.0          0.0 
      0.757          0.0          0.0 
      0.758          0.0          0.0 
      0.759          0.0          0.0 
       0.76          0.0          0.0 
      0.761          0.0          0.0 
      0.762          0.0          0.0 
      0.763          0.0          0.0 
      0.764          0.0          0.0 
      0.765          0.0          0.0 
      0.766          0.0          0.0 
      0.767          0.0          0.0 
      0.768          0.0          0.0 
      0.769          0.0          0.0 
       0.77          0.0          0.0 
      0.771          0.0          0.0 
      0.772          0.0          0.0 
      0.773          0.0          0.0 
      0.774          0.0          0.0 
      0.775          0.0          0.0 
      0.776          0.0          0.0 
      0.777          0.0          0.0 
      0.778          0.0          0.0 
      0.779          0.0          0.0 
       0.78          0.0          0.0 
      0.781          0.0          0.0 
      0.782          0.0          0.0 
      0.783          0.0          0.0 
      0.784          0.0          0.0 
      0.785          0.0          0.0 
      0.786          0.0          0.0 
      0.787          0.0          0.0 
      0.788          0.0          0.0 
      0.789          0.0          0.0 
       0.79          0.0          0.0 
      0.791          0.0          0.0 
      0.792          0.0          0.0 
      0.793          0.0          0.0 
      0.794          0.0          0.0 
      0.795          0.0          0.0 
      0.796          0.0          0.0 
      0.797          0.0          0.0 
      0.798          0.0          0.0 
      0.799          0.0          0.0 
        0.8          0.0          0.0 
      0.801          0.0          0.0 
      0.802          0.0          0.0 
      0.803          0.0          0.0 
      0.804          0.0          0.0 
      0.805          0.0          0.0 
      0.806          0.0          0.0 
      0.807          0.0          0.0 
      0.808          0.0          0.0 
      0.809          0.0          0.0 
       0.81          0.0          0.0 
      0.811          0.0          0.0 
      0.812          0.0          0.0 
      0.813          0.0          0.0 
      0.814          0.0          0.0 
      0.815          0.0          0.0 
      0.816          0.0          0.0 
      0.817          0.0          0.0 
      0.818          0.0          0.0 
      0.819          0.0          0.0 
       0.82          0.0          0.0 
      0.821          0.0          0.0 
      0.822          0.0          0.0 
      0.823          0.0          0.0 
      0.824          0.0          0.0 
      0.825          0.0          0.0 
      0.826          0.0          0.0 
      0.827          0.0          0.0 
      0.828          0.0          0.0 
      0.829          0.0          0.0 
       0.83          0.0          0.0 
      0.831          0.0          0.0 
      0.832          0.0          0.0 
      0.833   0.00847874   0.00566537 
      0.834    0.0084641   0.00565156 
      0.835   0.00845062   0.00563625 
      0.836   0.00843886   0.00562448 
      0.837    0.0084142    0.0056034 
      0.838   0.00838782   0.00558066 
      0.839   0.00836883   0.00556409 
       0.84   0.00835046   0.00554794 
      0.841   0.00833254    0.0055303 
      0.842   0.00829664   0.00550309 
      0.843   0.00826615   0.00547884 
      0.844   0.00824636   0.00546234 
      0.845   0.00821427   0.00543648 
      0.846    0.0081773   0.00540864 
      0.847    0.0081354   0.00537705 
      0.848   0.00808475    0.0053409 
      0.849   0.00802651   0.00529858 
       0.85   0.00796683   0.00525536 
      0.851   0.00788635    0.0052005 
      0.852   0.00776174   0.00511506 
      0.853   0.00742598   0.00489066 
      0.854   0.00698941   0.00460121 
      0.855   0.00642165   0.00422527 
      0.856   0.00583505   0.00383733 
      0.857   0.00522919   0.00343711 
      0.858   0.00461227   0.00303066 
      0.859   0.00399871   0.00262644 
       0.86   0.00339761   0.00223075 
      0.861   0.00280384   0.00184028 
      0.862   0.00221542    0.0014535 
      0.863   0.00165312   0.00108422 
      0.864   0.00111913  0.000733745 
      0.865  0.000619185  0.000405905 
      0.866  0.000385603  0.000252695 
      0.867  0.000232839  0.000152552 
      0.868  0.000184033  0.000120559 
      0.869  0.000152264  9.97283e-05 
       0.87  0.000130849  8.56901e-05 
      0.871  0.000125249  8.20103e-05 
      0.872   0.00012495  8.18189e-05 
      0.873  0.000132147  8.65184e-05 
      0.874  0.000149053  9.75922e-05 
      0.875  0.000167633  0.000109743 
      0.876  0.000183527  0.000120171 
      0.877   0.00019712  0.000129068 
      0.878  0.000209115  0.000136947 
      0.879  0.000203816  0.000133461 
       0.88  0.000198978  0.000130303 
      0.881  0.000195448  0.000128049 
      0.882  0.000204003  0.000133686 
      0.883  0.000216738  0.000142096 
      0.884  0.000232054  0.000152175 
      0.885  0.000245402  0.000160989 
      0.886  0.000257136  0.000168784 
      0.887  0.000256636  0.000168553 
      0.888  0.000253544  0.000166552 
      0.889  0.000246791  0.000162209 
       0.89  0.000244831  0.000161014 
      0.891  0.000246486  0.000162155 
      0.892  0.000261701  0.000172229 
      0.893  0.000273428  0.000180046 
      0.894   0.00028179  0.000185637 
      0.895  0.000272301  0.000179466 
      0.896  0.000263419   0.00017373 
      0.897  0.000260749  0.000172048 
      0.898  0.000255084  0.000168407 
      0.899   0.00024813  0.000163891 
        0.9  0.000242255  0.000160107 
      0.901  0.000235378  0.000155689 
      0.902  0.000227363  0.000150496 
      0.903  0.000215626  0.000142844 
      0.904  0.000202982  0.000134548 
      0.905  0.000189441  0.000125662 
      0.906   0.00017774  0.000117997 
      0.907  0.000167102   0.00011104 
      0.908    0.0001577  0.000104878 
      0.909  0.000147321  9.80359e-05 
       0.91  0.000135639  9.03542e-05 
      0.911  0.000123046  8.20447e-05 
      0.912  0.000111611  7.44938e-05 
      0.913  0.000105235  7.02904e-05 
      0.914  0.000100447  6.71657e-05 
      0.915     9.67e-05  6.47157e-05 
      0.916  9.73607e-05  6.52146e-05 
      0.917  9.59789e-05  6.43573e-05 
      0.918  9.13393e-05   6.1313e-05 
      0.919  8.65562e-05  5.81526e-05 
       0.92  8.25395e-05  5.55157e-05 
      0.921  8.24219e-05  5.54996e-05 
      0.922  8.67454e-05  5.84689e-05 
      0.923  9.45121e-05  6.37776e-05 
      0.924  9.71982e-05  6.56586e-05 
      0.925   9.7643e-05  6.60403e-05 
      0.926  9.43212e-05  6.38517e-05 
      0.927  9.22419e-05  6.25162e-05 
      0.928  9.06267e-05  6.14899e-05 
      0.929  8.91784e-05  6.05846e-05 
       0.93  8.58782e-05   5.8403e-05 
      0.931  8.08878e-05  5.50779e-05 
      0.932   8.3438e-05  5.68625e-05 
      0.933  8.58303e-05  5.85733e-05 
      0.934  8.62751e-05  5.89266e-05 
      0.935  8.00841e-05  5.47569e-05 
      0.936  7.15195e-05  4.89629e-05 
      0.937  6.78783e-05   4.6514e-05 
      0.938  6.58478e-05  4.51697e-05 
      0.939  6.55457e-05  4.50205e-05 
       0.94  6.75208e-05  4.64253e-05 
      0.941  6.85451e-05  4.71804e-05 
      0.942  6.60465e-05  4.55183e-05 
      0.943  6.29702e-05  4.34481e-05 
      0.944   5.9502e-05  4.10949e-05 
      0.945  5.42857e-05  3.75436e-05 
      0.946  4.95319e-05   3.4289e-05 
      0.947  4.53621e-05   3.1439e-05 
      0.948  4.22336e-05  2.93043e-05 
      0.949  3.98144e-05  2.76583e-05 
       0.95  3.91162e-05  2.72043e-05 
      0.951  3.91603e-05  2.72613e-05 
      0.952  3.96215e-05  2.76104e-05 
      0.953  3.56969e-05  2.48983e-05 
      0.954  3.35808e-05  2.34466e-05 
      0.955  3.41608e-05  2.38792e-05 
      0.956   4.0231e-05  2.81515e-05 
      0.957  4.67927e-05  3.27762e-05 
      0.958  4.92254e-05  3.45157e-05 
      0.959  5.32237e-05   3.7354e-05 
       0.96  5.83686e-05  4.10069e-05 
      0.961  5.98096e-05  4.20599e-05 
      0.962  5.98866e-05  4.21643e-05 
      0.963  5.77592e-05  4.07025e-05 
      0.964  5.86815e-05  4.13973e-05 
      0.965  6.10935e-05  4.31448e-05 
      0.966  6.63927e-05  4.69378e-05 
      0.967  7.29344e-05  5.16238e-05 
      0.968  8.05489e-05  5.70679e-05 
      0.969  8.80373e-05  6.24405e-05 
       0.97  9.68856e-05  6.87974e-05 
      0.971  0.000108635  7.72167e-05 
      0.972  0.000118231  8.41241e-05 
      0.973  0.000127236  9.06299e-05 
      0.974  0.000138616   9.8845e-05 
      0.975  0.000149739  0.000106894 
      0.976    0.0001606  0.000114772 
      0.977  0.000165264   0.00011821 
      0.978  0.000168971  0.000120994 
      0.979  0.000172224  0.000123457 
       0.98  0.000172763  0.000123979 
      0.981  0.000171684   0.00012333 
      0.982   0.00016629  0.000119584 
      0.983  0.000161282  0.000116075 
      0.984  0.000156735  0.000112904 
      0.985  0.000147995  0.000106727 
      0.986  0.000138543  0.000100012 
      0.987  0.000129222   9.3366e-05 
      0.988  0.000121186  8.76383e-05 
      0.989  0.000114004  8.25275e-05 
       0.99  0.000111212  8.05776e-05 
      0.991   0.00010719  7.77443e-05 
      0.992  0.000101438  7.36258e-05 
      0.993  9.63523e-05  7.00014e-05 
      0.994  9.10696e-05  6.62267e-05 
      0.995  8.43577e-05    6.139e-05 
      0.996  7.83774e-05  5.70968e-05 
      0.997  7.29032e-05  5.31531e-05 
      0.998  7.09109e-05  5.17438e-05 
      0.999  6.92362e-05  5.05637e-05 
        1.0  6.79902e-05  4.97048e-05 
      1.001  6.71674e-05  4.91376e-05 
      1.002  6.66573e-05  4.88085e-05 
      1.003  6.71219e-05  4.91976e-05 
      1.004  6.72282e-05  4.93039e-05 
      1.005  6.70421e-05  4.92175e-05 
      1.006  6.36317e-05  4.67546e-05 
      1.007  6.10906e-05  4.49132e-05 
      1.008  6.06699e-05  4.46492e-05 
      1.009  5.80161e-05   4.2724e-05 
       1.01  5.49423e-05   4.0497e-05 
      1.011  5.50153e-05  4.05868e-05 
      1.012  5.68453e-05  4.19638e-05 
      1.013  6.03621e-05  4.45999e-05 
      1.014  5.99392e-05  4.43205e-05 
      1.015  5.84712e-05  4.32687e-05 
      1.016  5.55188e-05  4.11149e-05 
      1.017  5.24733e-05  3.88938e-05 
      1.018  4.96732e-05  3.68388e-05 
      1.019  5.02892e-05  3.73318e-05 
       1.02  5.14553e-05  3.82226e-05 
      1.021  5.32429e-05  3.95849e-05 
      1.022  5.79056e-05  4.30762e-05 
      1.023  6.22843e-05  4.63737e-05 
      1.024  6.44669e-05   4.8035e-05 
      1.025  6.46513e-05  4.81998e-05 
      1.026  6.39268e-05  4.77065e-05 
      1.027   6.8056e-05   5.0822e-05 
      1.028  7.14459e-05  5.33995e-05 
      1.029  7.38518e-05  5.52289e-05 
       1.03   7.7237e-05  5.77976e-05 
      1.031  8.08345e-05  6.05439e-05 
      1.032  8.44267e-05  6.32583e-05 
      1.033  8.96799e-05  6.72328e-05 
      1.034  9.60176e-05  7.20352e-05 
      1.035   0.00010035  7.53362e-05 
      1.036  0.000104332  7.83702e-05 
      1.037  0.000107771  8.10105e-05 
      1.038  0.000108785  8.18183e-05 
      1.039   0.00010971  8.25607e-05 
       1.04  0.000113479  8.54638e-05 
      1.041  0.000117697  8.86707e-05 
      1.042  0.000122262  9.21591e-05 
      1.043  0.000126652  9.55182e-05 
      1.044  0.000129235  9.75316e-05 
      1.045  0.000128448  9.69893e-05 
      1.046  0.000126103  9.52582e-05 
      1.047  0.000122967  9.29376e-05 
      1.048  0.000118227  8.94218e-05 
      1.049   0.00011289  8.54137e-05 
       1.05  0.000107012  8.09997e-05 
      1.051  0.000104194  7.89184e-05 
      1.052  0.000100452  7.61173e-05 
      1.053  9.39995e-05  7.12744e-05 
      1.054  8.80713e-05   6.6803e-05 
      1.055  8.22251e-05  6.23956e-05 
      1.056  7.49549e-05  5.69156e-05 
      1.057  7.00021e-05  5.31777e-05 
      1.058  6.75242e-05  5.13287e-05 
      1.059  6.50121e-05  4.94403e-05 
       1.06  6.24599e-05  4.75194e-05 
      1.061  5.98096e-05  4.55237e-05 
      1.062  5.86627e-05  4.46711e-05 
      1.063   5.8192e-05  4.43328e-05 
      1.064  5.58564e-05  4.25785e-05 
      1.065  5.34874e-05  4.07908e-05 
      1.066  5.10768e-05    3.897e-05 
      1.067   4.9603e-05  3.78626e-05 
      1.068  4.85254e-05  3.70525e-05 
      1.069  4.81663e-05  3.67949e-05 
       1.07  4.66503e-05  3.56525e-05 
      1.071  4.44157e-05   3.3959e-05 
      1.072  4.15819e-05  3.18162e-05 
      1.073   4.0488e-05  3.09922e-05 
      1.074  4.19746e-05  3.21435e-05 
      1.075  4.32175e-05  3.31129e-05 
      1.076  4.43277e-05  3.39812e-05 
      1.077  4.51341e-05  3.46166e-05 
      1.078  4.77404e-05  3.66308e-05 
      1.079  5.16596e-05  3.96544e-05 
       1.08  5.61107e-05  4.30984e-05 
      1.081   6.0645e-05  4.66067e-05 
      1.082  6.52985e-05  5.01996e-05 
      1.083  6.76562e-05  5.20351e-05 
      1.084  6.92829e-05  5.33097e-05 
      1.085  7.10085e-05  5.46615e-05 
      1.086  7.24474e-05   5.5792e-05 
      1.087  7.36404e-05  5.67416e-05 
      1.088  7.54956e-05  5.81901e-05 
      1.089  7.75919e-05  5.98451e-05 
       1.09  8.00916e-05  6.17933e-05 
      1.091  7.99464e-05  6.16976e-05 
      1.092  7.88367e-05  6.08621e-05 
      1.093  7.85475e-05  6.06678e-05 
      1.094   7.7495e-05  5.98707e-05 
      1.095   7.5671e-05  5.84768e-05 
      1.096  7.56151e-05  5.84489e-05 
      1.097  7.60508e-05  5.88187e-05 
      1.098   7.7181e-05  5.97084e-05 
      1.099  7.74623e-05   5.9935e-05 
        1.1   7.7239e-05  5.97839e-05 
      1.101  7.56869e-05  5.86028e-05 
      1.102  7.50159e-05  5.80923e-05 
      1.103  7.53918e-05  5.84114e-05 
      1.104  7.57344e-05  5.86907e-05 
      1.105  7.60253e-05  5.89315e-05 
      1.106  7.61718e-05  5.90602e-05 
      1.107  7.72141e-05  5.98824e-05 
      1.108  7.87506e-05  6.11032e-05 
      1.109   7.9255e-05  6.15039e-05 
       1.11  7.97894e-05   6.1933e-05 
      1.111  8.03658e-05  6.23875e-05 
      1.112  8.18458e-05  6.35437e-05 
      1.113  8.36894e-05  6.50017e-05 
      1.114  8.61294e-05  6.69045e-05 
      1.115  8.69487e-05  6.75486e-05 
      1.116  8.66523e-05  6.73315e-05 
      1.117   8.6089e-05   6.6894e-05 
      1.118  8.49174e-05  6.59965e-05 
      1.119  8.27442e-05  6.43218e-05 
       1.12  7.98653e-05  6.20892e-05 
      1.121  7.73657e-05  6.01588e-05 
      1.122  7.79764e-05  6.06338e-05 
      1.123  7.79188e-05  6.05941e-05 
      1.124  7.73186e-05  6.01404e-05 
      1.125  7.59648e-05  5.90923e-05 
      1.126  7.42978e-05  5.77956e-05 
      1.127  7.21002e-05  5.60846e-05 
      1.128  7.11316e-05  5.53312e-05 
      1.129  7.08423e-05  5.51107e-05 
       1.13  7.21651e-05  5.61517e-05 
      1.131  7.24008e-05  5.63386e-05 
      1.132  7.15982e-05  5.57069e-05 
      1.133  7.07145e-05  5.50168e-05 
      1.134  7.00492e-05  5.44921e-05 
      1.135  6.99256e-05  5.44111e-05 
      1.136  6.92132e-05  5.38542e-05 
      1.137  6.81119e-05  5.29904e-05 
      1.138  6.55978e-05   5.1032e-05 
      1.139   6.4123e-05  4.98779e-05 
       1.14  6.38157e-05  4.96473e-05 
      1.141  6.17935e-05  4.80682e-05 
      1.142  5.91107e-05  4.59668e-05 
      1.143  5.52923e-05  4.29921e-05 
      1.144  5.33409e-05  4.14618e-05 
      1.145  5.24754e-05   4.0784e-05 
      1.146  5.32525e-05  4.13873e-05 
      1.147  5.26798e-05  4.09293e-05 
      1.148  5.03202e-05  3.90869e-05 
      1.149  4.79914e-05  3.72732e-05 
       1.15   4.6012e-05  3.57246e-05 
      1.151  4.52891e-05  3.51611e-05 
      1.152  4.40153e-05  3.41625e-05 
      1.153  4.23835e-05  3.28803e-05 
      1.154  4.14668e-05  3.21601e-05 
      1.155  4.09485e-05  3.17457e-05 
      1.156  4.10512e-05  3.18205e-05 
      1.157  4.00918e-05  3.10647e-05 
      1.158  3.87126e-05  2.99843e-05 
      1.159  3.67473e-05   2.8457e-05 
       1.16  3.64157e-05  2.81868e-05 
      1.161  3.73382e-05  2.88967e-05 
      1.162  3.93929e-05  3.04758e-05 
      1.163  4.06057e-05  3.14027e-05 
      1.164   4.0158e-05  3.10426e-05 
      1.165  3.98863e-05  3.08181e-05 
      1.166  3.96813e-05  3.06552e-05 
      1.167  3.95105e-05  3.05122e-05 
      1.168  3.87703e-05  2.99265e-05 
      1.169  3.75151e-05  2.89477e-05 
       1.17  3.74569e-05  2.88954e-05 
      1.171  3.72169e-05  2.86962e-05 
      1.172  3.63291e-05   2.8001e-05 
      1.173   3.4781e-05  2.67946e-05 
      1.174  3.29903e-05  2.54081e-05 
      1.175  3.15839e-05  2.43109e-05 
      1.176  3.08259e-05  2.37158e-05 
      1.177  3.07574e-05  2.36515e-05 
      1.178  3.16363e-05  2.43154e-05 
      1.179  3.35494e-05  2.57786e-05 
       1.18  3.79159e-05  2.91194e-05 
      1.181  4.54703e-05  3.49061e-05 
      1.182  5.50122e-05  4.22174e-05 
      1.183  7.08596e-05  5.43508e-05 
      1.184  9.00625e-05  6.90424e-05 
      1.185  0.000113458  8.69304e-05 
      1.186  0.000141769  0.000108599 
      1.187  0.000172518  0.000132095 
      1.188  0.000208249  0.000159368 
      1.189  0.000248576  0.000190126 
       1.19   0.00029181  0.000223121 
      1.191  0.000342729  0.000261927 
      1.192  0.000398191  0.000304166 
      1.193   0.00046034  0.000351547 
      1.194   0.00053595   0.00040909 
      1.195  0.000619525  0.000472651 
      1.196  0.000722632  0.000551048 
      1.197  0.000844313  0.000643664 
      1.198  0.000979444  0.000746239 
      1.199   0.00115227   0.00087749 
        1.2   0.00133887   0.00101921 
      1.201   0.00154764   0.00117745 
      1.202   0.00176993   0.00134563 
      1.203    0.0019966    0.0015174 
      1.204   0.00222344   0.00168863 
      1.205     0.002446   0.00185637 
      1.206   0.00266486   0.00202173 
      1.207    0.0028683   0.00217456 
      1.208    0.0030616    0.0023195 
      1.209   0.00323609   0.00245078 
       1.21   0.00338347   0.00256056 
      1.211   0.00351503   0.00265833 
      1.212   0.00360481   0.00272499 
      1.213   0.00367325   0.00277485 
      1.214   0.00372023   0.00280814 
      1.215   0.00374195   0.00282354 
      1.216   0.00375731   0.00283322 
      1.217    0.0037644   0.00283634 
      1.218     0.003767     0.002837 
      1.219   0.00376709   0.00283509 
       1.22   0.00376233   0.00282928 
      1.221   0.00375618   0.00282345 
      1.222   0.00374839   0.00281576 
      1.223   0.00373853   0.00280684 
      1.224   0.00372856   0.00279755 
      1.225   0.00371942   0.00278882 
      1.226   0.00370984   0.00278014 
      1.227   0.00370004   0.00277099 
      1.228   0.00369114   0.00276223 
      1.229   0.00368324   0.00275483 
       1.23   0.00367672   0.00274811 
      1.231   0.00366933   0.00274126 
      1.232   0.00366155   0.00273323 
      1.233   0.00365304   0.00272525 
      1.234   0.00364336   0.00271694 
      1.235   0.00363287   0.00270722 
      1.236   0.00362314   0.00269836 
      1.237   0.00361401   0.00268967 
      1.238   0.00360584    0.0026828 
      1.239   0.00359837   0.00267506 
       1.24   0.00359144   0.00266803 
      1.241   0.00358626   0.00266254 
      1.242    0.0035807   0.00265671 
      1.243   0.00357485   0.00265073 
      1.244   0.00357125   0.00264642 
      1.245   0.00356809   0.00264267 
      1.246   0.00356555   0.00263858 
      1.247   0.00356308   0.00263455 
      1.248   0.00356062   0.00263161 
      1.249   0.00355803   0.00262777 
       1.25   0.00355464   0.00262363 
      1.251    0.0035505   0.00261847 
      1.252   0.00354745   0.00261446 
      1.253   0.00354429    0.0026098 
      1.254   0.00354059   0.00260581 
      1.255   0.00353662   0.00260057 
      1.256   0.00353249   0.00259577 
      1.257   0.00352788    0.0025903 
      1.258   0.00352303   0.00258499 
      1.259   0.00351791   0.00257919 
       1.26   0.00351331   0.00257374 
      1.261   0.00350859   0.00256833 
      1.262   0.00350327   0.00256215 
      1.263   0.00349826   0.00255654 
      1.264   0.00349334   0.00255065 
      1.265   0.00348656   0.00254376 
      1.266   0.00347933     0.002536 
      1.267    0.0034715    0.0025283 
      1.268   0.00346334   0.00252016 
      1.269   0.00345454   0.00251205 
       1.27   0.00344366   0.00250141 
      1.271   0.00343212   0.00249148 
      1.272   0.00342015   0.00248103 
      1.273   0.00340733   0.00246964 
      1.274   0.00339418   0.00245837 
      1.275   0.00338051   0.00244593 
      1.276   0.00336475   0.00243302 
      1.277   0.00334877    0.0024192 
      1.278   0.00333448   0.00240737 
      1.279   0.00332007   0.00239448 
       1.28   0.00330558   0.00238227 
      1.281   0.00329038    0.0023692 
      1.282   0.00327585   0.00235733 
      1.283   0.00326263   0.00234571 
      1.284   0.00325105   0.00233574 
      1.285   0.00323988   0.00232608 
      1.286   0.00322765   0.00231546 
      1.287   0.00321615   0.00230559 
      1.288    0.0032053   0.00229549 
      1.289   0.00319705   0.00228796 
       1.29   0.00318731   0.00227918 
      1.291   0.00317373   0.00226796 
      1.292   0.00315925   0.00225592 
      1.293   0.00314496   0.00224374 
