 Wavelength  FilterTrans          PCE 
      0.649          0.0          0.0 
       0.65          0.0          0.0 
      0.651          0.0          0.0 
      0.652          0.0          0.0 
      0.653          0.0          0.0 
      0.654          0.0          0.0 
      0.655          0.0          0.0 
      0.656          0.0          0.0 
      0.657          0.0          0.0 
      0.658          0.0          0.0 
      0.659          0.0          0.0 
       0.66          0.0          0.0 
      0.661          0.0          0.0 
      0.662          0.0          0.0 
      0.663          0.0          0.0 
      0.664          0.0          0.0 
      0.665          0.0          0.0 
      0.666          0.0          0.0 
      0.667          0.0          0.0 
      0.668          0.0          0.0 
      0.669          0.0          0.0 
       0.67          0.0          0.0 
      0.671          0.0          0.0 
      0.672          0.0          0.0 
      0.673          0.0          0.0 
      0.674          0.0          0.0 
      0.675          0.0          0.0 
      0.676          0.0          0.0 
      0.677          0.0          0.0 
      0.678          0.0          0.0 
      0.679          0.0          0.0 
       0.68          0.0          0.0 
      0.681          0.0          0.0 
      0.682          0.0          0.0 
      0.683          0.0          0.0 
      0.684          0.0          0.0 
      0.685          0.0          0.0 
      0.686          0.0          0.0 
      0.687          0.0          0.0 
      0.688          0.0          0.0 
      0.689          0.0          0.0 
       0.69          0.0          0.0 
      0.691          0.0          0.0 
      0.692          0.0          0.0 
      0.693          0.0          0.0 
      0.694          0.0          0.0 
      0.695          0.0          0.0 
      0.696          0.0          0.0 
      0.697          0.0          0.0 
      0.698          0.0          0.0 
      0.699          0.0          0.0 
        0.7          0.0          0.0 
      0.701          0.0          0.0 
      0.702          0.0          0.0 
      0.703          0.0          0.0 
      0.704          0.0          0.0 
      0.705          0.0          0.0 
      0.706          0.0          0.0 
      0.707          0.0          0.0 
      0.708          0.0          0.0 
      0.709          0.0          0.0 
       0.71          0.0          0.0 
      0.711          0.0          0.0 
      0.712          0.0          0.0 
      0.713          0.0          0.0 
      0.714          0.0          0.0 
      0.715          0.0          0.0 
      0.716          0.0          0.0 
      0.717          0.0          0.0 
      0.718          0.0          0.0 
      0.719          0.0          0.0 
       0.72          0.0          0.0 
      0.721          0.0          0.0 
      0.722          0.0          0.0 
      0.723          0.0          0.0 
      0.724          0.0          0.0 
      0.725          0.0          0.0 
      0.726          0.0          0.0 
      0.727          0.0          0.0 
      0.728          0.0          0.0 
      0.729          0.0          0.0 
       0.73          0.0          0.0 
      0.731          0.0          0.0 
      0.732          0.0          0.0 
      0.733          0.0          0.0 
      0.734          0.0          0.0 
      0.735          0.0          0.0 
      0.736          0.0          0.0 
      0.737          0.0          0.0 
      0.738          0.0          0.0 
      0.739          0.0          0.0 
       0.74          0.0          0.0 
      0.741          0.0          0.0 
      0.742          0.0          0.0 
      0.743          0.0          0.0 
      0.744          0.0          0.0 
      0.745          0.0          0.0 
      0.746          0.0          0.0 
      0.747          0.0          0.0 
      0.748          0.0          0.0 
      0.749          0.0          0.0 
       0.75          0.0          0.0 
      0.751          0.0          0.0 
      0.752          0.0          0.0 
      0.753          0.0          0.0 
      0.754          0.0          0.0 
      0.755          0.0          0.0 
      0.756          0.0          0.0 
      0.757          0.0          0.0 
      0.758          0.0          0.0 
      0.759          0.0          0.0 
       0.76          0.0          0.0 
      0.761          0.0          0.0 
      0.762          0.0          0.0 
      0.763          0.0          0.0 
      0.764          0.0          0.0 
      0.765          0.0          0.0 
      0.766          0.0          0.0 
      0.767          0.0          0.0 
      0.768          0.0          0.0 
      0.769          0.0          0.0 
       0.77          0.0          0.0 
      0.771          0.0          0.0 
      0.772          0.0          0.0 
      0.773          0.0          0.0 
      0.774          0.0          0.0 
      0.775          0.0          0.0 
      0.776          0.0          0.0 
      0.777          0.0          0.0 
      0.778          0.0          0.0 
      0.779          0.0          0.0 
       0.78          0.0          0.0 
      0.781          0.0          0.0 
      0.782          0.0          0.0 
      0.783          0.0          0.0 
      0.784          0.0          0.0 
      0.785          0.0          0.0 
      0.786          0.0          0.0 
      0.787          0.0          0.0 
      0.788          0.0          0.0 
      0.789          0.0          0.0 
       0.79          0.0          0.0 
      0.791          0.0          0.0 
      0.792          0.0          0.0 
      0.793          0.0          0.0 
      0.794          0.0          0.0 
      0.795          0.0          0.0 
      0.796          0.0          0.0 
      0.797          0.0          0.0 
      0.798          0.0          0.0 
      0.799          0.0          0.0 
        0.8          0.0          0.0 
      0.801          0.0          0.0 
      0.802          0.0          0.0 
      0.803          0.0          0.0 
      0.804          0.0          0.0 
      0.805          0.0          0.0 
      0.806          0.0          0.0 
      0.807          0.0          0.0 
      0.808          0.0          0.0 
      0.809          0.0          0.0 
       0.81          0.0          0.0 
      0.811          0.0          0.0 
      0.812          0.0          0.0 
      0.813          0.0          0.0 
      0.814          0.0          0.0 
      0.815          0.0          0.0 
      0.816          0.0          0.0 
      0.817          0.0          0.0 
      0.818          0.0          0.0 
      0.819          0.0          0.0 
       0.82          0.0          0.0 
      0.821          0.0          0.0 
      0.822          0.0          0.0 
      0.823          0.0          0.0 
      0.824          0.0          0.0 
      0.825          0.0          0.0 
      0.826          0.0          0.0 
      0.827          0.0          0.0 
      0.828          0.0          0.0 
      0.829          0.0          0.0 
       0.83          0.0          0.0 
      0.831          0.0          0.0 
      0.832          0.0          0.0 
      0.833  0.000204546  0.000136675 
      0.834  0.000205423  0.000137163 
      0.835  0.000202326  0.000134944 
      0.836  0.000193275  0.000128817 
      0.837  0.000183724   0.00012235 
      0.838   0.00017638  0.000117351 
      0.839  0.000179403  0.000119278 
       0.84  0.000182974  0.000121566 
      0.841   0.00018695  0.000124078 
      0.842   0.00017668   0.00011719 
      0.843  0.000167989  0.000111344 
      0.844  0.000162946  0.000107935 
      0.845  0.000142428  9.42637e-05 
      0.846  0.000118936  7.86669e-05 
      0.847  0.000108175  7.14977e-05 
      0.848  0.000103597  6.84377e-05 
      0.849  0.000104382  6.89062e-05 
       0.85  0.000101711  6.70942e-05 
      0.851  9.77086e-05  6.44321e-05 
      0.852  9.14428e-05  6.02616e-05 
      0.853  9.52638e-05  6.27395e-05 
      0.854  0.000102552  6.75111e-05 
      0.855  0.000104369   6.8672e-05 
      0.856  0.000101919  6.70254e-05 
      0.857  9.51173e-05    6.252e-05 
      0.858  0.000104727  6.88146e-05 
      0.859  0.000115984  7.61808e-05 
       0.86  0.000126086  8.27835e-05 
      0.861  0.000133676  8.77373e-05 
      0.862  0.000139953  9.18209e-05 
      0.863  0.000145029  9.51189e-05 
      0.864  0.000146437  9.60097e-05 
      0.865  0.000143447  9.40364e-05 
      0.866  0.000137509  9.01128e-05 
      0.867   0.00013241  8.67529e-05 
      0.868  0.000131701  8.62764e-05 
      0.869  0.000138573  9.07611e-05 
       0.87  0.000149512   9.7912e-05 
      0.871  0.000143914  9.42318e-05 
      0.872  0.000138181  9.04827e-05 
      0.873  0.000132258  8.65911e-05 
      0.874  0.000120353  7.88009e-05 
      0.875  0.000110115  7.20883e-05 
      0.876  0.000112462  7.36383e-05 
      0.877  0.000113109  7.40602e-05 
      0.878  0.000112574  7.37233e-05 
      0.879  0.000101564  6.65053e-05 
       0.88  9.37236e-05   6.1376e-05 
      0.881  9.15209e-05  5.99605e-05 
      0.882  8.38829e-05  5.49697e-05 
      0.883  7.65199e-05  5.01672e-05 
      0.884  7.95217e-05  5.21484e-05 
      0.885  7.84796e-05  5.14842e-05 
      0.886  7.41214e-05  4.86533e-05 
      0.887  7.13968e-05  4.68919e-05 
      0.888  6.63806e-05   4.3605e-05 
      0.889  5.65755e-05  3.71856e-05 
       0.89  5.14438e-05  3.38321e-05 
      0.891  4.90776e-05  3.22866e-05 
      0.892  5.42115e-05  3.56773e-05 
      0.893  5.80115e-05  3.81991e-05 
      0.894  6.05247e-05  3.98723e-05 
      0.895  5.98565e-05  3.94497e-05 
      0.896  5.79215e-05  3.82004e-05 
      0.897  5.37729e-05  3.54806e-05 
      0.898  5.30757e-05  3.50406e-05 
      0.899     5.42e-05  3.57993e-05 
        0.9  5.81218e-05  3.84127e-05 
      0.901  6.33716e-05  4.19167e-05 
      0.902  7.01273e-05  4.64185e-05 
      0.903  7.49951e-05  4.96813e-05 
      0.904  7.74669e-05  5.13495e-05 
      0.905  7.37458e-05  4.89178e-05 
      0.906  7.81701e-05   5.1895e-05 
      0.907  8.67367e-05  5.76367e-05 
      0.908  8.58172e-05  5.70723e-05 
      0.909  8.34006e-05  5.54996e-05 
       0.91  7.89828e-05  5.26134e-05 
      0.911  8.42195e-05   5.6156e-05 
      0.912  9.17118e-05  6.12123e-05 
      0.913  9.97109e-05  6.66006e-05 
      0.914  0.000101997  6.82021e-05 
      0.915  0.000100533  6.72809e-05 
      0.916  9.35446e-05  6.26585e-05 
      0.917  8.85094e-05  5.93488e-05 
      0.918  8.65985e-05  5.81306e-05 
      0.919  8.26286e-05  5.55139e-05 
       0.92  7.91353e-05  5.32261e-05 
      0.921    8.076e-05  5.43806e-05 
      0.922   8.3036e-05  5.59686e-05 
      0.923  8.58172e-05  5.79102e-05 
      0.924  7.28281e-05  4.91963e-05 
      0.925  6.00735e-05  4.06304e-05 
      0.926  4.91501e-05  3.32727e-05 
      0.927  4.47433e-05  3.03244e-05 
      0.928  4.33655e-05  2.94234e-05 
      0.929  4.68172e-05  3.18059e-05 
       0.93  4.85163e-05  3.29944e-05 
      0.931  4.86163e-05  3.31037e-05 
      0.932  4.53281e-05  3.08908e-05 
      0.933   4.3502e-05  2.96871e-05 
      0.934  4.56962e-05  3.12109e-05 
      0.935  5.06474e-05  3.46298e-05 
      0.936   5.6231e-05  3.84962e-05 
      0.937  5.62145e-05  3.85213e-05 
      0.938  5.56374e-05  3.81656e-05 
      0.939   5.4459e-05  3.74055e-05 
       0.94  5.55815e-05  3.82162e-05 
      0.941  5.66038e-05  3.89611e-05 
      0.942   5.6438e-05  3.88962e-05 
      0.943  5.85605e-05  4.04055e-05 
      0.944  6.16444e-05  4.25745e-05 
      0.945  6.04212e-05  4.17869e-05 
      0.946  5.74213e-05  3.97505e-05 
      0.947  5.21772e-05  3.61624e-05 
      0.948  4.28157e-05  2.97082e-05 
      0.949  3.54313e-05  2.46135e-05 
       0.95  3.76395e-05  2.61773e-05 
      0.951  3.94948e-05  2.74941e-05 
      0.952  4.10877e-05  2.86322e-05 
      0.953  3.81337e-05  2.65979e-05 
      0.954  3.69678e-05  2.58115e-05 
      0.955  3.84674e-05  2.68896e-05 
      0.956  3.68001e-05  2.57507e-05 
      0.957  3.55228e-05  2.48821e-05 
      0.958  3.95874e-05  2.77577e-05 
      0.959  4.23828e-05  2.97455e-05 
       0.96  4.42484e-05  3.10868e-05 
      0.961  4.40418e-05  3.09715e-05 
      0.962  4.38118e-05  3.08465e-05 
      0.963  4.36573e-05   3.0765e-05 
      0.964  4.65159e-05   3.2815e-05 
      0.965  5.00092e-05  3.53169e-05 
      0.966  5.14135e-05  3.63479e-05 
      0.967  4.92072e-05  3.48294e-05 
      0.968  4.38848e-05  3.10918e-05 
      0.969  4.17064e-05  2.95803e-05 
       0.97   3.9198e-05  2.78341e-05 
      0.971  3.54787e-05  2.52179e-05 
      0.972  3.75067e-05  2.66869e-05 
      0.973  4.18313e-05  2.97963e-05 
      0.974  4.59588e-05  3.27725e-05 
      0.975  5.05936e-05  3.61173e-05 
      0.976  5.57427e-05  3.98363e-05 
      0.977   5.2498e-05  3.75506e-05 
      0.978  4.89406e-05  3.50446e-05 
      0.979  4.72956e-05  3.39033e-05 
       0.98  4.73309e-05  3.39658e-05 
      0.981  4.81908e-05  3.46181e-05 
      0.982   4.9115e-05  3.53201e-05 
      0.983  4.86588e-05  3.50199e-05 
      0.984  4.65543e-05  3.35352e-05 
      0.985  4.12666e-05  2.97595e-05 
      0.986  3.65766e-05   2.6404e-05 
      0.987  3.55972e-05  2.57198e-05 
      0.988  3.41371e-05   2.4687e-05 
      0.989  3.24997e-05  2.35265e-05 
       0.99  3.51504e-05  2.54679e-05 
      0.991  3.74525e-05  2.71641e-05 
      0.992  3.92639e-05  2.84985e-05 
      0.993  4.04917e-05  2.94178e-05 
      0.994  4.14128e-05  3.01158e-05 
      0.995   4.1661e-05  3.03181e-05 
      0.996  4.23619e-05    3.086e-05 
      0.997  4.33761e-05  3.16252e-05 
      0.998   4.4972e-05  3.28162e-05 
      0.999  4.53943e-05  3.31518e-05 
        1.0  4.38435e-05  3.20521e-05 
      1.001   3.9303e-05  2.87529e-05 
      1.002  3.40805e-05  2.49548e-05 
      1.003  3.00584e-05  2.20316e-05 
      1.004  2.61766e-05  1.91974e-05 
      1.005  2.24084e-05  1.64506e-05 
      1.006  2.30683e-05  1.69499e-05 
      1.007  2.33339e-05  1.71549e-05 
      1.008  2.22774e-05  1.63948e-05 
      1.009  2.30519e-05  1.69758e-05 
       1.01  2.40107e-05  1.76979e-05 
      1.011  2.11967e-05  1.56376e-05 
      1.012   1.9449e-05  1.43575e-05 
      1.013  1.87243e-05  1.38349e-05 
      1.014  1.86805e-05  1.38128e-05 
      1.015  1.91235e-05  1.41514e-05 
      1.016  2.05583e-05  1.52246e-05 
      1.017  2.43685e-05  1.80622e-05 
      1.018  2.87965e-05  2.13562e-05 
      1.019  2.76542e-05  2.05289e-05 
       1.02   2.7896e-05   2.0722e-05 
      1.021  2.97005e-05  2.20817e-05 
      1.022  3.41899e-05   2.5434e-05 
      1.023   3.7845e-05  2.81775e-05 
      1.024  3.77734e-05  2.81454e-05 
      1.025   3.7935e-05  2.82819e-05 
      1.026  3.83429e-05   2.8614e-05 
      1.027  4.17926e-05  3.12094e-05 
      1.028  4.40486e-05  3.29224e-05 
      1.029   4.4716e-05  3.34401e-05 
       1.03  4.27259e-05  3.19725e-05 
      1.031  4.04514e-05  3.02975e-05 
      1.032  3.92653e-05  2.94203e-05 
      1.033  3.72286e-05  2.79102e-05 
      1.034  3.46365e-05  2.59853e-05 
      1.035  2.73972e-05   2.0568e-05 
      1.036  2.31781e-05  1.74105e-05 
      1.037    2.373e-05  1.78376e-05 
      1.038   2.4196e-05  1.81981e-05 
      1.039  2.43048e-05  1.82902e-05 
       1.04  2.28173e-05  1.71843e-05 
      1.041  2.24392e-05  1.69053e-05 
      1.042  2.29174e-05  1.72748e-05 
      1.043  2.15668e-05  1.62652e-05 
      1.044  2.09598e-05   1.5818e-05 
      1.045     2.19e-05  1.65364e-05 
      1.046  2.13549e-05  1.61315e-05 
      1.047  2.02661e-05   1.5317e-05 
      1.048  1.90305e-05  1.43938e-05 
      1.049  1.91276e-05  1.44721e-05 
       1.05  2.04351e-05  1.54678e-05 
      1.051   2.1352e-05  1.61724e-05 
      1.052  2.22534e-05  1.68625e-05 
      1.053  2.32003e-05  1.75914e-05 
      1.054  2.25331e-05  1.70916e-05 
      1.055  2.13242e-05  1.61816e-05 
      1.056  2.16059e-05   1.6406e-05 
      1.057  2.14338e-05  1.62824e-05 
      1.058  2.07771e-05  1.57938e-05 
      1.059  2.04456e-05  1.55484e-05 
       1.06  2.05268e-05  1.56167e-05 
      1.061  2.16121e-05  1.64499e-05 
      1.062  2.11153e-05  1.60791e-05 
      1.063  1.98549e-05  1.51262e-05 
      1.064    1.959e-05  1.49332e-05 
      1.065  1.85965e-05  1.41821e-05 
      1.066  1.66878e-05  1.27323e-05 
      1.067  1.70304e-05  1.29995e-05 
      1.068  1.73904e-05  1.32788e-05 
      1.069   1.6294e-05  1.24472e-05 
       1.07   1.7019e-05  1.30068e-05 
      1.071  1.88647e-05  1.44234e-05 
      1.072  2.06602e-05   1.5808e-05 
      1.073  2.14306e-05  1.64044e-05 
      1.074   2.0681e-05  1.58372e-05 
      1.075  2.01018e-05  1.54018e-05 
      1.076  1.92457e-05  1.47536e-05 
      1.077  1.69885e-05  1.30297e-05 
      1.078   1.5937e-05  1.22283e-05 
      1.079  1.57644e-05  1.21009e-05 
       1.08  1.43514e-05  1.10232e-05 
      1.081  1.37344e-05  1.05551e-05 
      1.082  1.45859e-05  1.12132e-05 
      1.083  1.35231e-05  1.04008e-05 
      1.084  1.21337e-05  9.33627e-06 
      1.085  1.24843e-05  9.61026e-06 
      1.086  1.25809e-05   9.6886e-06 
      1.087  1.24593e-05  9.60016e-06 
      1.088  1.29986e-05   1.0019e-05 
      1.089   1.4638e-05    1.129e-05 
       1.09  1.84917e-05  1.42669e-05 
      1.091  2.04875e-05   1.5811e-05 
      1.092  2.18426e-05  1.68625e-05 
      1.093  2.40835e-05  1.86014e-05 
      1.094  2.55511e-05  1.97401e-05 
      1.095   2.6238e-05  2.02761e-05 
      1.096  2.58548e-05  1.99852e-05 
      1.097  2.49615e-05  1.93056e-05 
      1.098  2.31047e-05  1.78741e-05 
      1.099  2.28413e-05   1.7673e-05 
        1.1  2.34538e-05  1.81535e-05 
      1.101  2.55389e-05  1.97743e-05 
      1.102   2.5848e-05  2.00167e-05 
      1.103  2.40469e-05  1.86308e-05 
      1.104  2.32452e-05   1.8014e-05 
      1.105  2.25764e-05  1.75003e-05 
      1.106   2.1766e-05  1.68764e-05 
      1.107  2.05907e-05  1.59688e-05 
      1.108  1.92376e-05  1.49266e-05 
      1.109  1.92349e-05  1.49268e-05 
       1.11  1.89905e-05  1.47405e-05 
      1.111  1.84076e-05  1.42897e-05 
      1.112  1.89954e-05  1.47477e-05 
      1.113  1.95678e-05  1.51983e-05 
      1.114   1.8971e-05  1.47365e-05 
      1.115  1.86652e-05  1.45006e-05 
      1.116  1.85596e-05  1.44214e-05 
      1.117  1.85146e-05  1.43865e-05 
      1.118  1.86426e-05  1.44888e-05 
      1.119  1.90559e-05  1.48132e-05 
       1.12  1.98321e-05  1.54179e-05 
      1.121  2.06552e-05  1.60613e-05 
      1.122  2.11484e-05  1.64448e-05 
      1.123  2.15518e-05  1.67599e-05 
      1.124   2.1882e-05  1.70204e-05 
      1.125  2.13926e-05  1.66411e-05 
      1.126  2.09575e-05  1.63026e-05 
      1.127  2.07269e-05  1.61228e-05 
      1.128  2.00736e-05  1.56147e-05 
      1.129  1.93019e-05  1.50156e-05 
       1.13  1.88228e-05   1.4646e-05 
      1.131  1.74209e-05   1.3556e-05 
      1.132  1.51375e-05  1.17777e-05 
      1.133  1.37441e-05  1.06931e-05 
      1.134  1.27321e-05  9.90445e-06 
      1.135   1.2403e-05  9.65113e-06 
      1.136  1.27227e-05  9.89943e-06 
      1.137  1.33366e-05  1.03757e-05 
      1.138   1.3938e-05  1.08431e-05 
      1.139  1.50376e-05   1.1697e-05 
       1.14  1.66966e-05  1.29896e-05 
      1.141   1.8705e-05  1.45503e-05 
      1.142  2.03994e-05  1.58634e-05 
      1.143  2.10138e-05  1.63391e-05 
      1.144  2.23226e-05  1.73513e-05 
      1.145  2.40017e-05  1.86542e-05 
      1.146  2.54601e-05  1.97873e-05 
      1.147  2.61125e-05   2.0288e-05 
      1.148  2.56982e-05  1.99614e-05 
      1.149  2.51563e-05   1.9538e-05 
       1.15  2.46483e-05  1.91374e-05 
      1.151  2.43657e-05  1.89168e-05 
      1.152  2.30444e-05  1.78859e-05 
      1.153  2.10479e-05  1.63286e-05 
      1.154  1.92121e-05  1.49002e-05 
      1.155  1.79918e-05  1.39483e-05 
      1.156  1.77333e-05  1.37458e-05 
      1.157  1.71214e-05  1.32663e-05 
      1.158  1.63371e-05  1.26537e-05 
      1.159  1.52022e-05  1.17726e-05 
       1.16  1.55115e-05  1.20064e-05 
      1.161  1.69296e-05  1.31021e-05 
      1.162  1.77313e-05  1.37176e-05 
      1.163  1.77671e-05  1.37403e-05 
      1.164  1.64278e-05  1.26989e-05 
      1.165  1.58194e-05  1.22228e-05 
      1.166  1.56132e-05  1.20618e-05 
      1.167  1.63655e-05  1.26384e-05 
      1.168  1.70294e-05  1.31449e-05 
      1.169  1.76136e-05  1.35911e-05 
       1.17  1.76989e-05  1.36535e-05 
      1.171  1.78092e-05  1.37318e-05 
      1.172  1.80757e-05   1.3932e-05 
      1.173  1.91731e-05  1.47706e-05 
      1.174   2.0429e-05  1.57338e-05 
      1.175  1.97702e-05  1.52176e-05 
      1.176  1.98287e-05  1.52552e-05 
      1.177  2.06501e-05  1.58793e-05 
      1.178  2.07032e-05  1.59123e-05 
      1.179  2.02844e-05  1.55861e-05 
       1.18  1.88745e-05  1.44956e-05 
      1.181   1.7903e-05  1.37435e-05 
      1.182  1.71397e-05  1.31533e-05 
      1.183  1.60653e-05  1.23224e-05 
      1.184  1.53043e-05  1.17324e-05 
      1.185  1.49353e-05  1.14433e-05 
      1.186  1.21615e-05  9.31601e-06 
      1.187  9.69111e-06  7.42038e-06 
      1.188  9.84181e-06  7.53168e-06 
      1.189  1.05914e-05  8.10093e-06 
       1.19  1.17001e-05  8.94601e-06 
      1.191  1.21461e-05  9.28254e-06 
      1.192  1.26715e-05  9.67939e-06 
      1.193  1.33142e-05  1.01676e-05 
      1.194  1.35325e-05  1.03293e-05 
      1.195  1.37756e-05  1.05098e-05 
      1.196  1.45969e-05   1.1131e-05 
      1.197   1.4593e-05   1.1125e-05 
      1.198  1.39903e-05  1.06592e-05 
      1.199  1.48456e-05  1.13054e-05 
        1.2  1.57114e-05  1.19602e-05 
      1.201  1.65206e-05  1.25689e-05 
      1.202  1.64064e-05  1.24734e-05 
      1.203  1.59968e-05  1.21574e-05 
      1.204  1.56076e-05  1.18535e-05 
      1.205  1.53258e-05  1.16314e-05 
      1.206  1.51357e-05  1.14829e-05 
      1.207   1.5159e-05  1.14926e-05 
      1.208  1.50558e-05  1.14064e-05 
      1.209  1.46543e-05  1.10981e-05 
       1.21  1.48415e-05  1.12318e-05 
      1.211  1.51676e-05  1.14709e-05 
      1.212  1.46937e-05  1.11074e-05 
      1.213  1.43441e-05  1.08358e-05 
      1.214  1.41195e-05  1.06578e-05 
      1.215  1.37775e-05   1.0396e-05 
      1.216  1.33799e-05  1.00892e-05 
      1.217  1.28776e-05  9.70281e-06 
      1.218  1.22086e-05  9.19453e-06 
      1.219   1.1518e-05  8.66838e-06 
       1.22  1.16535e-05  8.76347e-06 
      1.221  1.22582e-05  9.21426e-06 
      1.222  1.34177e-05  1.00793e-05 
      1.223  1.42356e-05  1.06879e-05 
      1.224  1.48721e-05  1.11586e-05 
      1.225  1.51296e-05  1.13442e-05 
      1.226  1.47204e-05  1.10314e-05 
      1.227  1.39319e-05  1.04337e-05 
      1.228  1.33563e-05  9.99506e-06 
      1.229  1.27971e-05  9.57143e-06 
       1.23  1.22608e-05  9.16416e-06 
      1.231  1.18203e-05  8.83064e-06 
      1.232  1.14308e-05  8.53273e-06 
      1.233  1.11541e-05   8.3212e-06 
      1.234   1.0742e-05  8.01058e-06 
      1.235  1.02369e-05  7.62856e-06 
      1.236  9.85822e-06  7.34198e-06 
      1.237  9.70366e-06   7.2218e-06 
      1.238  9.91601e-06  7.37766e-06 
      1.239  9.85676e-06  7.32761e-06 
       1.24  9.72338e-06  7.22336e-06 
      1.241  9.62844e-06  7.14842e-06 
      1.242   9.6647e-06  7.17076e-06 
      1.243  9.80701e-06  7.27185e-06 
      1.244  9.82208e-06   7.2785e-06 
      1.245  9.49164e-06  7.02989e-06 
      1.246  8.49528e-06  6.28668e-06 
      1.247  7.80075e-06  5.76789e-06 
      1.248  7.35639e-06  5.43702e-06 
      1.249  7.91751e-06  5.84744e-06 
       1.25  8.45529e-06  6.24073e-06 
      1.251  8.97081e-06  6.61591e-06 
      1.252  8.68883e-06  6.40363e-06 
      1.253  8.30557e-06  6.11571e-06 
      1.254  7.88189e-06  5.80093e-06 
      1.255  7.55813e-06  5.55769e-06 
      1.256  7.32738e-06  5.38437e-06 
      1.257  7.64368e-06  5.61226e-06 
      1.258  8.22416e-06  6.03439e-06 
      1.259  9.09994e-06   6.6717e-06 
       1.26  9.41036e-06  6.89372e-06 
